"Rango","cvegeo","Municipio o Demarcación territorial","Entidad","Valor"
"1","20321","San Pedro Nopala","Oaxaca","6"
"1","20322","San Pedro Ocopetatillo","Oaxaca","19"
"1","20323","San Pedro Ocotepec","Oaxaca","9"
"2","20324","San Pedro Pochutla","Oaxaca","1171"
"1","20325","San Pedro Quiatoni","Oaxaca","335"
"1","20326","San Pedro Sochiápam","Oaxaca","185"
"1","20327","San Pedro Tapanatepec","Oaxaca","432"
"1","20328","San Pedro Taviche","Oaxaca","66"
"1","20329","San Pedro Teozacoalco","Oaxaca","16"
"1","20330","San Pedro Teutila","Oaxaca","15"
"1","20331","San Pedro Tidaá","Oaxaca","9"
"2","14098","San Pedro Tlaquepaque","Jalisco","962"
"1","20332","San Pedro Topiltepec","Oaxaca","0"
"1","20333","San Pedro Totolápam","Oaxaca","4"
"1","20335","San Pedro Yaneri","Oaxaca","6"
"1","21141","San Pedro Yeloixtlahuaca","Puebla","89"
"1","20341","San Pedro Yucunama","Oaxaca","3"
"1","20336","San Pedro Yólox","Oaxaca","1"
"1","26057","San Pedro de la Cueva","Sonora","7"
"1","10030","San Pedro del Gallo","Durango","7"
"1","20306","San Pedro el Alto","Oaxaca","29"
"1","20337","San Pedro y San Pablo Ayutla","Oaxaca","134"
"1","20339","San Pedro y San Pablo Teposcolula","Oaxaca","45"
"1","20340","San Pedro y San Pablo Tequixtepec","Oaxaca","27"
"2","05033","San Pedro","Coahuila de Zaragoza","1663"
"4","02006","San Quintín","Baja California","5191"
"1","30211","San Rafael","Veracruz de Ignacio de la Llave","391"
"1","20342","San Raymundo Jalpan","Oaxaca","81"
"2","21144","San Salvador Huixcolotla","Puebla","877"
"1","21142","San Salvador el Seco","Puebla","79"
"1","21143","San Salvador el Verde","Puebla","77"
"1","13054","San Salvador","Hidalgo","129"
"1","20343","San Sebastián Abasolo","Oaxaca","22"
"1","20344","San Sebastián Coatlán","Oaxaca","157"
"1","20345","San Sebastián Ixcapa","Oaxaca","176"
"1","20346","San Sebastián Nicananduta","Oaxaca","0"
"1","20347","San Sebastián Río Hondo","Oaxaca","34"
"1","20348","San Sebastián Tecomaxtlahuaca","Oaxaca","101"
"1","20349","San Sebastián Teitipac","Oaxaca","128"
"1","21145","San Sebastián Tlacotepec","Puebla","389"
"1","20350","San Sebastián Tutla","Oaxaca","38"
"1","14080","San Sebastián del Oeste","Jalisco","44"
"1","20351","San Simón Almolongas","Oaxaca","20"
"1","20352","San Simón Zahuatlán","Oaxaca","48"
"1","15077","San Simón de Guerrero","México","19"
"1","20534","San Vicente Coatlán","Oaxaca","24"
"1","20535","San Vicente Lachixío","Oaxaca","25"
"1","20536","San Vicente Nuñú","Oaxaca","0"
"1","24034","San Vicente Tancuayalab","San Luis Potosí","429"
"1","31064","Sanahcat","Yucatán","7"
"1","29020","Sanctórum de Lázaro Cárdenas","Tlaxcala","10"
"1","20354","Santa Ana Ateixtlahuaca","Oaxaca","4"
"1","20355","Santa Ana Cuauhtémoc","Oaxaca","2"
"1","16078","Santa Ana Maya","Michoacán de Ocampo","28"
"1","29056","Santa Ana Nopalucan","Tlaxcala","9"
"1","20357","Santa Ana Tavela","Oaxaca","0"
"1","20358","Santa Ana Tlapacoyan","Oaxaca","32"
"1","20359","Santa Ana Yareni","Oaxaca","0"
"1","20360","Santa Ana Zegache","Oaxaca","118"
"1","20356","Santa Ana del Valle","Oaxaca","59"
"1","20353","Santa Ana","Oaxaca","21"
"1","26058","Santa Ana","Sonora","27"
"1","29057","Santa Apolonia Teacalco","Tlaxcala","13"
"1","08060","Santa Bárbara","Chihuahua","54"
"1","20361","Santa Catalina Quierí","Oaxaca","3"
"1","29058","Santa Catarina Ayometla","Tlaxcala","10"
"1","20362","Santa Catarina Cuixtla","Oaxaca","8"
"1","20363","Santa Catarina Ixtepeji","Oaxaca","7"
"1","20364","Santa Catarina Juquila","Oaxaca","136"
"1","20365","Santa Catarina Lachatao","Oaxaca","18"
"1","20366","Santa Catarina Loxicha","Oaxaca","26"
"1","20367","Santa Catarina Mechoacán","Oaxaca","319"
"1","20368","Santa Catarina Minas","Oaxaca","73"
"1","20369","Santa Catarina Quiané","Oaxaca","25"
"1","20074","Santa Catarina Quioquitani","Oaxaca","1"
"1","20370","Santa Catarina Tayata","Oaxaca","5"
"1","20371","Santa Catarina Ticuá","Oaxaca","14"
"1","21146","Santa Catarina Tlaltempan","Puebla","4"
"1","20372","Santa Catarina Yosonotú","Oaxaca","137"
"1","20373","Santa Catarina Zapoquila","Oaxaca","2"
"1","11034","Santa Catarina","Guanajuato","61"
"1","19048","Santa Catarina","Nuevo León","225"
"2","24031","Santa Catarina","San Luis Potosí","1428"
"1","10031","Santa Clara","Durango","6"
"1","20374","Santa Cruz Acatepec","Oaxaca","38"
"1","20375","Santa Cruz Amilpas","Oaxaca","187"
"1","20377","Santa Cruz Itundujia","Oaxaca","629"
"1","20378","Santa Cruz Mixtepec","Oaxaca","95"
"1","20379","Santa Cruz Nundaco","Oaxaca","13"
"1","20380","Santa Cruz Papalutla","Oaxaca","23"
"1","29059","Santa Cruz Quilehtla","Tlaxcala","4"
"1","20381","Santa Cruz Tacache de Mina","Oaxaca","4"
"1","20382","Santa Cruz Tacahua","Oaxaca","4"
"1","20383","Santa Cruz Tayata","Oaxaca","2"
"1","29026","Santa Cruz Tlaxcala","Tlaxcala","23"
"1","20384","Santa Cruz Xitla","Oaxaca","43"
"3","20385","Santa Cruz Xoxocotlán","Oaxaca","4868"
"1","20386","Santa Cruz Zenzontepec","Oaxaca","208"
"1","20376","Santa Cruz de Bravo","Oaxaca","1"
"1","11035","Santa Cruz de Juventino Rosas","Guanajuato","467"
"1","26059","Santa Cruz","Sonora","9"
"1","31066","Santa Elena","Yucatán","18"
"1","20387","Santa Gertrudis","Oaxaca","26"
"1","21147","Santa Inés Ahuatempan","Puebla","302"
"1","20389","Santa Inés Yatzeche","Oaxaca","0"
"1","20569","Santa Inés de Zaragoza","Oaxaca","179"
"1","20388","Santa Inés del Monte","Oaxaca","102"
"1","21148","Santa Isabel Cholula","Puebla","569"
"1","29060","Santa Isabel Xiloxoxtla","Tlaxcala","9"
"1","08024","Santa Isabel","Chihuahua","4"
"1","20391","Santa Lucía Miahuatlán","Oaxaca","24"
"1","20392","Santa Lucía Monteverde","Oaxaca","463"
"1","20393","Santa Lucía Ocotlán","Oaxaca","38"
"1","20390","Santa Lucía del Camino","Oaxaca","249"
"1","20047","Santa Magdalena Jicotlán","Oaxaca","0"
"1","20394","Santa María Alotepec","Oaxaca","153"
"1","20395","Santa María Apazco","Oaxaca","76"
"2","20399","Santa María Atzompa","Oaxaca","1831"
"1","20400","Santa María Camotlán","Oaxaca","21"
"1","20404","Santa María Chachoápam","Oaxaca","2"
"3","20406","Santa María Chilchotla","Oaxaca","3693"
"1","20407","Santa María Chimalapa","Oaxaca","434"
"1","20401","Santa María Colotepec","Oaxaca","475"
"1","20402","Santa María Cortijo","Oaxaca","5"
"1","20403","Santa María Coyotepec","Oaxaca","39"
"1","20410","Santa María Ecatepec","Oaxaca","95"
"1","20411","Santa María Guelacé","Oaxaca","8"
"1","20412","Santa María Guienagati","Oaxaca","7"
"1","20413","Santa María Huatulco","Oaxaca","656"
"1","20414","Santa María Huazolotitlán","Oaxaca","298"
"1","20415","Santa María Ipalapa","Oaxaca","16"
"1","20416","Santa María Ixcatlán","Oaxaca","12"
"1","20417","Santa María Jacatepec","Oaxaca","364"
"1","20418","Santa María Jalapa del Marqués","Oaxaca","118"
"1","20419","Santa María Jaltianguis","Oaxaca","1"
"1","20420","Santa María Lachixío","Oaxaca","2"
"1","20421","Santa María Mixtequilla","Oaxaca","41"
"1","20422","Santa María Nativitas","Oaxaca","3"
"1","20423","Santa María Nduayaco","Oaxaca","3"
"1","20424","Santa María Ozolotepec","Oaxaca","21"
"1","20427","Santa María Petapa","Oaxaca","519"
"1","20426","Santa María Peñoles","Oaxaca","84"
"1","20425","Santa María Pápalo","Oaxaca","13"
"1","20428","Santa María Quiegolani","Oaxaca","10"
"1","20429","Santa María Sola","Oaxaca","58"
"1","20430","Santa María Tataltepec","Oaxaca","0"
"1","20431","Santa María Tecomavaca","Oaxaca","15"
"1","20432","Santa María Temaxcalapa","Oaxaca","0"
"1","20433","Santa María Temaxcaltepec","Oaxaca","9"
"1","20434","Santa María Teopoxco","Oaxaca","19"
"1","20435","Santa María Tepantlali","Oaxaca","9"
"1","20436","Santa María Texcatitlán","Oaxaca","199"
"1","20437","Santa María Tlahuitoltepec","Oaxaca","50"
"1","20438","Santa María Tlalixtac","Oaxaca","7"
"2","20439","Santa María Tonameca","Oaxaca","778"
"1","20440","Santa María Totolapilla","Oaxaca","9"
"1","20441","Santa María Xadani","Oaxaca","142"
"1","20442","Santa María Yalina","Oaxaca","2"
"1","20443","Santa María Yavesía","Oaxaca","0"
"1","20444","Santa María Yolotepec","Oaxaca","7"
"1","20445","Santa María Yosoyúa","Oaxaca","5"
"1","20446","Santa María Yucuhiti","Oaxaca","114"
"1","20447","Santa María Zacatepec","Oaxaca","93"
"1","20448","Santa María Zaniza","Oaxaca","3"
"1","20449","Santa María Zoquitlán","Oaxaca","60"
"1","32058","Santa María de la Paz","Zacatecas","7"
"1","14081","Santa María de los Ángeles","Jalisco","8"
"1","14056","Santa María del Oro","Jalisco","40"
"1","18014","Santa María del Oro","Nayarit","89"
"1","20408","Santa María del Rosario","Oaxaca","8"
"2","24032","Santa María del Río","San Luis Potosí","1400"
"1","20409","Santa María del Tule","Oaxaca","33"
"1","20396","Santa María la Asunción","Oaxaca","161"
"1","20450","Santiago Amoltepec","Oaxaca","345"
"1","20451","Santiago Apoala","Oaxaca","182"
"1","20452","Santiago Apóstol","Oaxaca","36"
"1","20453","Santiago Astata","Oaxaca","73"
"1","20454","Santiago Atitlán","Oaxaca","25"
"1","20455","Santiago Ayuquililla","Oaxaca","86"
"1","20456","Santiago Cacaloxtepec","Oaxaca","18"
"1","20457","Santiago Camotlán","Oaxaca","21"
"1","20460","Santiago Choápam","Oaxaca","76"
"1","20458","Santiago Comaltepec","Oaxaca","4"
"1","20462","Santiago Huajolotitlán","Oaxaca","32"
"1","20463","Santiago Huauclilla","Oaxaca","9"
"1","20464","Santiago Ihuitlán Plumas","Oaxaca","6"
"1","20465","Santiago Ixcuintepec","Oaxaca","0"
"2","18015","Santiago Ixcuintla","Nayarit","1662"
"1","20466","Santiago Ixtayutla","Oaxaca","418"
"1","20467","Santiago Jamiltepec","Oaxaca","490"
"1","20468","Santiago Jocotepec","Oaxaca","161"
"1","20469","Santiago Juxtlahuaca","Oaxaca","216"
"1","20470","Santiago Lachiguiri","Oaxaca","15"
"1","20471","Santiago Lalopa","Oaxaca","0"
"1","20472","Santiago Laollaga","Oaxaca","50"
"1","20473","Santiago Laxopa","Oaxaca","0"
"1","20474","Santiago Llano Grande","Oaxaca","20"
"1","11036","Santiago Maravatío","Guanajuato","9"
"1","20475","Santiago Matatlán","Oaxaca","173"
"1","21149","Santiago Miahuatlán","Puebla","444"
"1","20476","Santiago Miltepec","Oaxaca","3"
"1","20477","Santiago Minas","Oaxaca","20"
"1","20478","Santiago Nacaltepec","Oaxaca","49"
"1","20479","Santiago Nejapilla","Oaxaca","1"
"1","20066","Santiago Niltepec","Oaxaca","67"
"1","20480","Santiago Nundiche","Oaxaca","66"
"1","20481","Santiago Nuyoó","Oaxaca","5"
"1","10032","Santiago Papasquiaro","Durango","209"
"3","20482","Santiago Pinotepa Nacional","Oaxaca","2597"
"1","30212","Santiago Sochiapan","Veracruz de Ignacio de la Llave","579"
"1","20483","Santiago Suchilquitongo","Oaxaca","410"
"1","20484","Santiago Tamazola","Oaxaca","125"
"1","20485","Santiago Tapextla","Oaxaca","48"
"1","20487","Santiago Tenango","Oaxaca","30"
"1","20488","Santiago Tepetlapa","Oaxaca","0"
"1","20489","Santiago Tetepec","Oaxaca","81"
"1","20490","Santiago Texcalcingo","Oaxaca","9"
"1","20491","Santiago Textitlán","Oaxaca","0"
"1","20492","Santiago Tilantongo","Oaxaca","145"
"1","20493","Santiago Tillo","Oaxaca","1"
"1","20494","Santiago Tlazoyaltepec","Oaxaca","212"
"1","13056","Santiago Tulantepec de Lugo Guerrero","Hidalgo","406"
"1","30143","Santiago Tuxtla","Veracruz de Ignacio de la Llave","674"
"1","20495","Santiago Xanica","Oaxaca","62"
"1","20496","Santiago Xiacuí","Oaxaca","2"
"1","20497","Santiago Yaitepec","Oaxaca","10"
"2","20498","Santiago Yaveo","Oaxaca","970"
"1","20499","Santiago Yolomécatl","Oaxaca","20"
"1","20500","Santiago Yosondúa","Oaxaca","159"
"1","20501","Santiago Yucuyachi","Oaxaca","1"
"1","20502","Santiago Zacatepec","Oaxaca","112"
"1","20503","Santiago Zoochila","Oaxaca","0"
"1","13055","Santiago de Anaya","Hidalgo","95"
"1","20461","Santiago del Río","Oaxaca","2"
"1","07119","Santiago el Pinar","Chiapas","15"
"1","19049","Santiago","Nuevo León","242"
"1","20506","Santo Domingo Albarradas","Oaxaca","1"
"1","20507","Santo Domingo Armenta","Oaxaca","14"
"1","20508","Santo Domingo Chihuitán","Oaxaca","12"
"1","20505","Santo Domingo Ingenio","Oaxaca","88"
"1","20510","Santo Domingo Ixcatlán","Oaxaca","17"
"1","20511","Santo Domingo Nuxaá","Oaxaca","355"
"1","20512","Santo Domingo Ozolotepec","Oaxaca","0"
"1","20513","Santo Domingo Petapa","Oaxaca","62"
"1","20514","Santo Domingo Roayaga","Oaxaca","2"
"2","20515","Santo Domingo Tehuantepec","Oaxaca","1105"
"1","20516","Santo Domingo Teojomulco","Oaxaca","9"
"1","20517","Santo Domingo Tepuxtepec","Oaxaca","44"
"1","20518","Santo Domingo Tlatayápam","Oaxaca","0"
"1","20519","Santo Domingo Tomaltepec","Oaxaca","73"
"1","20521","Santo Domingo Tonaltepec","Oaxaca","1"
"1","20520","Santo Domingo Tonalá","Oaxaca","87"
"1","20522","Santo Domingo Xagacía","Oaxaca","17"
"1","20523","Santo Domingo Yanhuitlán","Oaxaca","24"
"1","20524","Santo Domingo Yodohino","Oaxaca","0"
"1","20525","Santo Domingo Zanatepec","Oaxaca","442"
"1","20509","Santo Domingo de Morelos","Oaxaca","647"
"1","24033","Santo Domingo","San Luis Potosí","310"
"1","21151","Santo Tomás Hueyotlipan","Puebla","42"
"1","20530","Santo Tomás Jalieza","Oaxaca","387"
"1","20531","Santo Tomás Mazaltepec","Oaxaca","24"
"1","20532","Santo Tomás Ocotepec","Oaxaca","25"
"1","20533","Santo Tomás Tamazulapan","Oaxaca","28"
"1","15078","Santo Tomás","México","108"
"1","20526","Santos Reyes Nopala","Oaxaca","131"
"1","20527","Santos Reyes Pápalo","Oaxaca","4"
"1","20528","Santos Reyes Tepejillo","Oaxaca","2"
"1","20529","Santos Reyes Yucuná","Oaxaca","42"
"1","08061","Satevó","Chihuahua","4"
"1","08062","Saucillo","Chihuahua","28"
"2","30144","Sayula de Alemán","Veracruz de Ignacio de la Llave","1284"
"1","14082","Sayula","Jalisco","36"
"1","16080","Senguio","Michoacán de Ocampo","128"
"1","04012","Seybaplaya","Campeche","274"
"1","31067","Seyé","Yucatán","60"
"1","05034","Sierra Mojada","Coahuila de Zaragoza","36"
"1","20537","Silacayoápam","Oaxaca","46"
"3","11037","Silao de la Victoria","Guanajuato","2394"
"1","07080","Siltepec","Chiapas","303"
"2","07081","Simojovel","Chiapas","775"
"2","25017","Sinaloa","Sinaloa","1152"
"1","31068","Sinanché","Yucatán","11"
"1","13057","Singuilucan","Hidalgo","293"
"2","07082","Sitalá","Chiapas","1271"
"1","20538","Sitio de Xitlapehua","Oaxaca","7"
"1","30146","Sochiapa","Veracruz de Ignacio de la Llave","7"
"1","07083","Socoltenango","Chiapas","326"
"1","30145","Soconusco","Veracruz de Ignacio de la Llave","613"
"1","30147","Soledad Atzompa","Veracruz de Ignacio de la Llave","237"
"1","20539","Soledad Etla","Oaxaca","181"
"1","30148","Soledad de Doblado","Veracruz de Ignacio de la Llave","108"
"2","24035","Soledad de Graciano Sánchez","San Luis Potosí","707"
"2","23008","Solidaridad","Quintana Roo","1146"
"1","07084","Solosuchiapa","Chiapas","23"
"1","21152","Soltepec","Puebla","100"
"1","32042","Sombrerete","Zacatecas","395"
"1","30149","Soteapan","Veracruz de Ignacio de la Llave","156"
"1","28037","Soto la Marina","Tamaulipas","640"
"1","31069","Sotuta","Yucatán","61"
"1","07085","Soyaló","Chiapas","78"
"1","15079","Soyaniquilpan de Juárez","México","225"
"1","26061","Soyopa","Sonora","16"
"1","26062","Suaqui Grande","Sonora","1"
"1","07086","Suchiapa","Chiapas","476"
"2","07087","Suchiate","Chiapas","1943"
"1","31070","Sucilá","Yucatán","25"
"1","31071","Sudzal","Yucatán","12"
"1","15080","Sultepec","México","313"
"1","31072","Suma","Yucatán","7"
"1","07088","Sunuapa","Chiapas","63"
"1","32043","Susticacán","Zacatecas","6"
"1","16081","Susupuato","Michoacán de Ocampo","179"
"1","26060","Sáric","Sonora","13"
"1","10033","Súchil","Durango","82"
"1","32044","Tabasco","Zacatecas","43"
"1","27015","Tacotalpa","Tabasco","584"
"1","16082","Tacámbaro","Michoacán de Ocampo","214"
"1","31073","Tahdziú","Yucatán","29"
"1","31074","Tahmek","Yucatán","7"
"1","14083","Tala","Jalisco","172"
"1","14084","Talpa de Allende","Jalisco","32"
"1","30150","Tamalín","Veracruz de Ignacio de la Llave","631"
"2","24036","Tamasopo","San Luis Potosí","1486"
"1","14085","Tamazula de Gordiano","Jalisco","57"
"1","10034","Tamazula","Durango","318"
"1","20031","Tamazulápam del Espíritu Santo","Oaxaca","16"
"3","24037","Tamazunchale","San Luis Potosí","4034"
"3","30151","Tamiahua","Veracruz de Ignacio de la Llave","3084"
"2","24038","Tampacán","San Luis Potosí","1157"
"1","24039","Tampamolón Corona","San Luis Potosí","413"
"2","30152","Tampico Alto","Veracruz de Ignacio de la Llave","939"
"1","28038","Tampico","Tamaulipas","330"
"2","24040","Tamuín","San Luis Potosí","881"
"2","24012","Tancanhuitz","San Luis Potosí","2019"
"1","30153","Tancoco","Veracruz de Ignacio de la Llave","171"
"1","16083","Tancítaro","Michoacán de Ocampo","137"
"1","20541","Tanetze de Zaragoza","Oaxaca","0"
"1","16084","Tangamandapio","Michoacán de Ocampo","233"
"1","16085","Tangancícuaro","Michoacán de Ocampo","382"
"1","16086","Tanhuato","Michoacán de Ocampo","11"
"1","20542","Taniche","Oaxaca","8"
"1","24041","Tanlajás","San Luis Potosí","304"
"1","24042","Tanquián de Escobedo","San Luis Potosí","154"
"1","30154","Tantima","Veracruz de Ignacio de la Llave","490"
"5","30155","Tantoyuca","Veracruz de Ignacio de la Llave","14256"
"4","07089","Tapachula","Chiapas","7247"
"1","07090","Tapalapa","Chiapas","25"
"1","14086","Tapalpa","Jalisco","39"
"1","07091","Tapilula","Chiapas","75"
"1","11038","Tarandacuao","Guanajuato","34"
"1","16087","Taretan","Michoacán de Ocampo","85"
"1","11039","Tarimoro","Guanajuato","107"
"1","16088","Tarímbaro","Michoacán de Ocampo","156"
"1","13058","Tasquillo","Hidalgo","94"
"1","30209","Tatahuicapan de Juárez","Veracruz de Ignacio de la Llave","38"
"1","20543","Tataltepec de Valdés","Oaxaca","92"
"1","30156","Tatatila","Veracruz de Ignacio de la Llave","42"
"3","12055","Taxco de Alarcón","Guerrero","2434"
"1","31075","Teabo","Yucatán","17"
"2","27016","Teapa","Tabasco","774"
"1","21153","Tecali de Herrera","Puebla","215"
"1","14087","Tecalitlán","Jalisco","22"
"2","21154","Tecamachalco","Puebla","1574"
"2","02003","Tecate","Baja California","1157"
"1","14089","Techaluta de Montenegro","Jalisco","20"
"1","12056","Tecoanapa","Guerrero","610"
"1","31076","Tecoh","Yucatán","61"
"1","14088","Tecolotlán","Jalisco","33"
"2","30158","Tecolutla","Veracruz de Ignacio de la Llave","2031"
"1","21155","Tecomatlán","Puebla","155"
"1","06009","Tecomán","Colima","404"
"1","13059","Tecozautla","Hidalgo","262"
"1","07092","Tecpatán","Chiapas","303"
"1","18016","Tecuala","Nayarit","307"
"2","15081","Tecámac","México","1488"
"2","21156","Tehuacán","Puebla","2113"
"2","30159","Tehuipango","Veracruz de Ignacio de la Llave","2114"
"1","21157","Tehuitzingo","Puebla","582"
"2","15082","Tejupilco","México","1871"
"1","31077","Tekal de Venegas","Yucatán","11"
"1","31078","Tekantó","Yucatán","17"
"1","31079","Tekax","Yucatán","288"
"1","31080","Tekit","Yucatán","31"
"1","31081","Tekom","Yucatán","10"
"1","31082","Telchac Pueblo","Yucatán","25"
"1","31083","Telchac Puerto","Yucatán","3"
"3","12058","Teloloapan","Guerrero","2709"
"1","15083","Temamatla","México","287"
"1","15084","Temascalapa","México","693"
"1","15085","Temascalcingo","México","467"
"1","15086","Temascaltepec","México","289"
"1","31084","Temax","Yucatán","37"
"2","17018","Temixco","Morelos","855"
"1","17033","Temoac","Morelos","289"
"1","15087","Temoaya","México","243"
"1","31085","Temozón","Yucatán","70"
"2","30161","Tempoal","Veracruz de Ignacio de la Llave","1698"
"1","08063","Temósachic","Chihuahua","53"
"1","04008","Tenabo","Campeche","38"
"1","14090","Tenamaxtlán","Jalisco","14"
"1","30162","Tenampa","Veracruz de Ignacio de la Llave","160"
"2","21158","Tenampulco","Puebla","790"
"2","15088","Tenancingo","México","999"
"1","29027","Tenancingo","Tlaxcala","9"
"1","13060","Tenango de Doria","Hidalgo","100"
"1","15089","Tenango del Aire","México","38"
"1","15090","Tenango del Valle","México","398"
"1","07093","Tenejapa","Chiapas","521"
"1","30163","Tenochtitlán","Veracruz de Ignacio de la Llave","14"
"2","27017","Tenosique","Tabasco","1640"
"1","14091","Teocaltiche","Jalisco","107"
"1","30164","Teocelo","Veracruz de Ignacio de la Llave","25"
"1","20544","Teococuilco de Marcos Pérez","Oaxaca","1"
"1","14092","Teocuitatlán de Corona","Jalisco","31"
"1","29028","Teolocholco","Tlaxcala","57"
"1","15091","Teoloyucan","México","159"
"1","21159","Teopantlán","Puebla","36"
"2","07094","Teopisca","Chiapas","953"
"1","15092","Teotihuacán","México","539"
"1","20545","Teotitlán de Flores Magón","Oaxaca","156"
"1","20546","Teotitlán del Valle","Oaxaca","203"
"1","21160","Teotlalco","Puebla","65"
"1","20547","Teotongo","Oaxaca","8"
"1","26063","Tepache","Sonora","0"
"1","31086","Tepakán","Yucatán","27"
"1","16089","Tepalcatepec","Michoacán de Ocampo","166"
"1","17019","Tepalcingo","Morelos","445"
"1","21161","Tepanco de López","Puebla","132"
"1","21162","Tepango de Rodríguez","Puebla","95"
"1","14093","Tepatitlán de Morelos","Jalisco","208"
"1","21163","Tepatlaxco de Hidalgo","Puebla","285"
"2","30165","Tepatlaxco","Veracruz de Ignacio de la Llave","1280"
"1","21164","Tepeaca","Puebla","459"
"1","13061","Tepeapulco","Hidalgo","121"
"1","32045","Tepechitlán","Zacatecas","31"
"2","12059","Tepecoacuilco de Trujano","Guerrero","1402"
"2","13062","Tepehuacán de Guerrero","Hidalgo","1755"
"1","10035","Tepehuanes","Durango","139"
"2","13063","Tepeji del Río de Ocampo","Hidalgo","763"
"1","20548","Tepelmeme Villa de Morelos","Oaxaca","136"
"1","21165","Tepemaxalco","Puebla","6"
"1","21166","Tepeojuma","Puebla","25"
"1","29019","Tepetitla de Lardizábal","Tlaxcala","32"
"1","13064","Tepetitlán","Hidalgo","71"
"1","15093","Tepetlaoxtoc","México","275"
"1","15094","Tepetlixpa","México","333"
"1","30166","Tepetlán","Veracruz de Ignacio de la Llave","41"
"1","32046","Tepetongo","Zacatecas","9"
"1","21167","Tepetzintla","Puebla","157"
"1","30167","Tepetzintla","Veracruz de Ignacio de la Llave","253"
"1","21168","Tepexco","Puebla","222"
"2","21169","Tepexi de Rodríguez","Puebla","1076"
"1","21171","Tepeyahualco de Cuauhtémoc","Puebla","16"
"1","21170","Tepeyahualco","Puebla","38"
"1","29029","Tepeyanco","Tlaxcala","17"
"1","01009","Tepezalá","Aguascalientes","64"
"2","18017","Tepic","Nayarit","1163"
"2","15095","Tepotzotlán","México","1507"
"3","17020","Tepoztlán","Morelos","2653"
"1","14094","Tequila","Jalisco","85"
"2","30168","Tequila","Veracruz de Ignacio de la Llave","1152"
"1","22017","Tequisquiapan","Querétaro","266"
"1","15096","Tequixquiac","México","372"
"1","29030","Terrenate","Tlaxcala","31"
"1","17021","Tetecala","Morelos","54"
"1","21172","Tetela de Ocampo","Puebla","416"
"1","17022","Tetela del Volcán","Morelos","47"
"1","21173","Teteles de Ávila Castillo","Puebla","7"
"1","13065","Tetepango","Hidalgo","28"
"1","12060","Tetipac","Guerrero","306"
"1","31087","Tetiz","Yucatán","28"
"1","29031","Tetla de la Solidaridad","Tlaxcala","104"
"1","29032","Tetlatlahuca","Tlaxcala","32"
"1","14095","Teuchitlán","Jalisco","3"
"1","15097","Texcaltitlán","México","295"
"1","15098","Texcalyacac","México","1"
"2","30170","Texcatepec","Veracruz de Ignacio de la Llave","699"
"4","15099","Texcoco","México","5932"
"1","30171","Texhuacán","Veracruz de Ignacio de la Llave","202"
"2","30172","Texistepec","Veracruz de Ignacio de la Llave","2101"
"1","31088","Teya","Yucatán","34"
"1","21174","Teziutlán","Puebla","154"
"4","30173","Tezonapa","Veracruz de Ignacio de la Llave","6703"
"1","13067","Tezontepec de Aldama","Hidalgo","186"
"3","15100","Tezoyuca","México","3616"
"1","32047","Teúl de González Ortega","Zacatecas","7"
"1","21175","Tianguismanalco","Puebla","58"
"1","15101","Tianguistenco","México","448"
"2","13068","Tianguistengo","Hidalgo","722"
"1","31089","Ticul","Yucatán","115"
"1","11040","Tierra Blanca","Guanajuato","259"
"2","30174","Tierra Blanca","Veracruz de Ignacio de la Llave","1129"
"1","24043","Tierra Nueva","San Luis Potosí","175"
"4","30175","Tihuatlán","Veracruz de Ignacio de la Llave","6644"
"4","02004","Tijuana","Baja California","6823"
"2","07096","Tila","Chiapas","1429"
"1","21176","Tilapa","Puebla","62"
"1","15102","Timilpan","México","145"
"1","31090","Timucuy","Yucatán","13"
"1","16090","Tingambato","Michoacán de Ocampo","100"
"1","16091","Tingüindín","Michoacán de Ocampo","66"
"1","31091","Tinum","Yucatán","33"
"1","16092","Tiquicheo de Nicolás Romero","Michoacán de Ocampo","426"
"1","31092","Tixcacalcupul","Yucatán","57"
"1","31093","Tixkokob","Yucatán","29"
"1","31094","Tixmehuac","Yucatán","36"
"1","31095","Tixpéhual","Yucatán","8"
"3","12061","Tixtla de Guerrero","Guerrero","3274"
"1","14096","Tizapán el Alto","Jalisco","59"
"1","13069","Tizayuca","Hidalgo","451"
"1","31096","Tizimín","Yucatán","535"
"2","30180","Tlachichilco","Veracruz de Ignacio de la Llave","910"
"1","21179","Tlachichuca","Puebla","96"
"1","12062","Tlacoachistlahuaca","Guerrero","196"
"1","12063","Tlacoapa","Guerrero","116"
"1","30176","Tlacojalpan","Veracruz de Ignacio de la Llave","205"
"1","20551","Tlacolula de Matamoros","Oaxaca","532"
"1","30177","Tlacolulan","Veracruz de Ignacio de la Llave","153"
"1","30178","Tlacotalpan","Veracruz de Ignacio de la Llave","430"
"1","20552","Tlacotepec Plumas","Oaxaca","1"
"1","21177","Tlacotepec de Benito Juárez","Puebla","593"
"1","30179","Tlacotepec de Mejía","Veracruz de Ignacio de la Llave","42"
"2","21178","Tlacuilotepec","Puebla","1285"
"1","10036","Tlahualilo","Durango","155"
"1","21180","Tlahuapan","Puebla","67"
"1","13070","Tlahuelilpan","Hidalgo","91"
"1","13071","Tlahuiltepa","Hidalgo","526"
"2","14097","Tlajomulco de Zúñiga","Jalisco","752"
"1","12064","Tlalchapa","Guerrero","252"
